ID;EN;NL;DE;FR
<{mollie}prestashop>formbuilder_0da8d9a75492046bea7f314521e07cae;Payment methods;Betaalmethodes;Zahlungsmethoden;Moyens de paiement
<{mollie}prestashop>formbuilder_079db0c141e521dccd7e35573692c371;Click [1]here[/1] to read more about the differences between the Payment and Orders API.;Klik [1]hier[/1] om meer te lezen over de verschillen tussen de Payment- en Orders API.;[1]Hier[/1] klicken, um mehr über den Unterschied zwischen Zahlungs- und Auftrags-API zu erfahren.;Cliquez [1]ici[/1] pour en savoir plus sur les différences entre l'API de Paiement et de Commande.
<{mollie}prestashop>formbuilder_02b1a449676f2830e0014858e00f8556;Push Locale to Payment Screen;Locatie bij het Betalingsscherm gebruiken;Gebietsschema für Zahlungsbildschirm übernehmen;Appuyez sur emplacement pour l'écran de paiement
<{mollie}prestashop>formbuilder_80959853df523329bce299e93f70dd6a;When activated, Mollie will use your webshop's [1]Locale[/1]. If not, the browser's locale will be used.;Als deze optie is geactiveerd, gebruikt Mollie de [1]Locatie[/1] van je webshop. Als dit niet het geval is, wordt de landinstelling van de browser gebruikt.;Wenn aktiviert, übernimmt Mollie das [1]Gebietsschema[/1] Ihres Onlineshops. Andernfalls wird das Gebietsschema des Browsers verwendet.;Une fois activée, Mollie utilisera l'[1]Emplacement[/1] de votre boutique en ligne. Sinon, l'emplacement du navigateur sera utilisé.
<{mollie}prestashop>formbuilder_8a6b05398ad81fbbcee15b7c11bc118b;Yes, push webshop Locale;Ja, gebruik locatie webshop;Ja, Gebietsschema Onlineshop verwenden;Oui, choisir l'emplacement de la boutique en ligne
<{mollie}prestashop>formbuilder_b921bd28f166f19ccce9fa044af9720a;No, use browser's Locale;Nee, gebruik de landinstelling van de browser;Nein, Gebietsschema Browser verwenden;Non, utiliser l'emplacement du navigateur
<{mollie}prestashop>formbuilder_92096d969b04d49647628839ec4f1135;Send order confirmation email;Orderbevestiging versturen via e-mail;Bestellbestätigungsmail senden;Envoyer un e-mail de confirmation de commande
<{mollie}prestashop>formbuilder_e8d9b5e3c2bd35d0d0c8d48a8c076b21;When Order is created;Wanneer de bestelling is gemaakt;Wenn Bestellung aufgegeben wurde;À la création de la commande
<{mollie}prestashop>formbuilder_7b860762a45c82a860d6be326ca0e99b;When Order is Paid;Wanneer de bestelling is betaald;Wenn Bestellung bezahlt wurde;Au paiement de la commande
<{mollie}prestashop>formbuilder_6e7b34fa59e1bd229b207892956dc41c;Never;Nooit;Nie;Jamais
<{mollie}prestashop>formbuilder_7c4e7ada50c8572336f872fced4d1852;Status for %s payments;Status voor %s betalingen;Status für %s-Zahlungen;Statuts pour les paiements %s
<{mollie}prestashop>formbuilder_bea3fae02ae079e541199ab6ffc2d1ad;`%s` payments get status `%s`;Betalingen met '%s' krijgen de status '%s';„%s“ Zahlungen erhalten de Status „%s“;les paiements `%s` obtiennent un statut `%s`
<{mollie}prestashop>formbuilder_b2a2c5a69af7c04c5adc48261fb5dc13;Send mails when %s;Verzend e-mails wanneer %s;E-Mails senden, wenn %s;Envoyer des courriers lorsque %s
<{mollie}prestashop>formbuilder_9666ebf540bd0481ddab09c0fa36fe74;Send mails when transaction status becomes %s?, self::FILE_NAME;Stuur e-mails wanneer de transactiestatus %s?, self::FILE_NAME wordt;E-Mail senden bei Transaktionsstatus %s?, self::FILE_NAME;Envoyer des courriers lorsque le statut de la transaction devient %s ?, self::FILE_NAME
<{mollie}prestashop>formbuilder_7aace0dc23ee8b74744bdf79c98a2605;Skip this status;Sla deze status over;Diesen Status überspringen;Passer ce statut
<{mollie}prestashop>formbuilder_dd59e3663865f3fab190e496260608e6;`%s` payments do not get a status;Betalingen met '%s' krijgen geen status;„%s“-Zahlungen erhalten keinen Status;les paiements `%s` n'obtiennent pas de statut
<{mollie}prestashop>formbuilder_33af8066d3c83110d4bd897f687cedd2;Order statuses;Status bestellingen;Auftragsstatus;Statuts des commandes
<{mollie}prestashop>formbuilder_3ba67aae5d08d0fa90016685407926f1;Visual Settings;Visuele Instellingen;Visuelle Einstellungen;Paramètres visuels :
<{mollie}prestashop>formbuilder_fff0d600f8a0b5e19e88bfb821dd1157;Images;Afbeeldingen;Bilder;Images
<{mollie}prestashop>formbuilder_f7a97136df639501521efb243047e0cf;Show big, normal or no payment method logos on checkout.;Toon grote, normale of geen logo's van betaalmethodes bij het afrekenen.;Beim Checkout große, normale oder keine Logos der Zahlungsarten anzeigen.;Afficher en grand, en taille normal ou ne pas afficher les logos des moyens de paiement au checkout
<{mollie}prestashop>formbuilder_a88f05b6c963e145a45b58c47cd42a41;hide;verbergen;verbergen;cacher
<{mollie}prestashop>formbuilder_fea087517c26fadd409bd4b9dc642555;normal;normaal;normal;normal
<{mollie}prestashop>formbuilder_d861877da56b8b4ceb35c8cbfdf65bb4;big;groot;groß;grand
<{mollie}prestashop>formbuilder_532fc86d00efc4cd2a1cb03d590765ef;Use Custom Logo;Aangepast logo;Benutzerdefiniertes Logo verwenden;Utiliser des logos personnalisés
<{mollie}prestashop>formbuilder_1547ffc579d657d13fd5fedf12cbfae5;CSS file;CSS-bestand;CSS-Datei;Fichier CSS
<{mollie}prestashop>formbuilder_6602513644161421f58418528d93ac00;Leave empty for default stylesheet. Should include file path when set. Hint: You can use [1]{BASE}[/1], [1]{THEME}[/1], [1]{CSS}[/1], [1]{MOBILE}[/1], [1]{MOBILE_CSS}[/1] and [1]{OVERRIDE}[/1] for easy folder mapping.;Laat leeg voor standaardinstelling. Moet bestandspad bevatten indien ingesteld. Hint: je kunt [1]{BASE}[/1], [1]{THEME}[/1], [1]{CSS}[/1], [1]{MOBILE}[/1], [1]{MOBILE_CSS}[/1] en [1]{OVERRIDE}[/1] gebruiken voor eenvoudige map toewijzing.;Leer lassen für Standard-Stylesheet. Wenn festgelegt, muss Dateipfad angegeben sein. Tipp: Verwenden Sie [1]{BASE}[/1], [1]{THEME}[/1], [1]{CSS}[/1], [1]{MOBILE}[/1], [1]{MOBILE_CSS}[/1] und [1]{OVERRIDE}[/1] für einfache Ordnerzuordnung.;Laisser vide pour la feuille de style par défaut. Doit inclure le chemin d'accès une fois défini. Conseil : Vous pouvez utiliser [1]{BASE}[/1], [1]{THEME}[/1], [1]{CSS}[/1], [1]{MOBILE}[/1], [1]{MOBILE_CSS}[/1] et [1]{OVERRIDE}[/1] pour faciliter le classement des dossiers.
<{mollie}prestashop>formbuilder_1191f888f0cc23f95aa77aacb094503b;Shipment information;Verzendinformatie;Versandinformationen;Informations d'expédition
<{mollie}prestashop>formbuilder_2526a2ff1547e6fe751081693d8631af;Automatically ship on chosen statuses;Automatisch verzenden bij gekozen statussen;Automatischer Versand bei den gewählten Status;Expédier automatiquement sur les statuts marqués
<{mollie}prestashop>formbuilder_4ea0e32fcecbe942eb7fa7fd3d35598d;Enabling this feature will automatically send shipment information when an order gets marked status;Als je deze functie inschakelt, wordt de verzendinformatie automatisch verzonden wanneer een bestelling de gekozen status heeft bereikt;Ist diese Funktion aktiviert, werden automatisch Versandinformationen gesendet, sobald eine Bestellung den gewählten Status hat;Activer cette fonction permettra d'envoyer automatiquement les informations d'expédition lorsqu'une commande est marquée
<{mollie}prestashop>formbuilder_c1df8a5243557cbd8a7a31c11aab3db4;Automatically ship when one of these statuses is reached;Wordt automatisch verzonden wanneer een van deze statussen is bereikt;Automatischer Versand, sobald einer dieser Status erreicht ist;Envoyer automatiquement lorsqu'un de ces statuts est atteint
<{mollie}prestashop>formbuilder_34bd91e87db36a10b9e847d6304be289;If an order reaches one of these statuses the module will automatically send shipment information;Als een bestelling een van deze statussen bereikt, verzendt de module verzendinformatie automatisch;Wenn eine Bestellung einen dieser Status erhält, sendet das Modul automatisch Versandinformationen;Si une commande atteint l'un de ces statuts le module enverra automatiquement les informations d'expédition
<{mollie}prestashop>formbuilder_498f79c4c5bbde77f1bceb6c86fd0f6d;Show;Tonen;Anzeigen;Montrer
<{mollie}prestashop>formbuilder_62a5e490880a92eef74f167d9dc6dca0;Hide;Verbergen;Verbergen;Cacher
<{mollie}prestashop>formbuilder_4695fd3a22023ab53a2151f797975ff8;Disable this status;Deze status uitschakelen;Diesen Status deaktivieren;Désactiver ce statut
<{mollie}prestashop>formbuilder_dc6e4b439165a4e104c9f3cbfcfe2797;Debug level;Debug level;Debug-Ebene;Niveau de débogage
<{mollie}prestashop>formbuilder_500aa80d6aea3cc9701b566c5f92ed91;Display errors;Fouten weergeven;Fehler anzeigen;Erreurs d'affichage
<{mollie}prestashop>formbuilder_37f9a8b20930c1dc7488b15872b6d36b;Enabling this feature will display error messages (if any) on the front page. Use for debug purposes only!;Als je deze functie inschakelt, worden foutmeldingen (indien aanwezig) weergegeven op de voorpagina. Alleen gebruiken voor het opsporen van fouten;Bei Aktivierung dieser Funktion werden eventuelle Fehlermeldungen auf der Startseite angezeigt. Nur zum Debuggen verwenden!;Activer cette fonction affichera les messages d'erreur (si existant) sur la première page. À utiliser uniquement à des fins de débogage !
<{mollie}prestashop>formbuilder_e5114c4b69585ba5883d456a74c1cd5d;Log level;Logniveau;Protokoll-Ebene;Niveau de logs
<{mollie}prestashop>formbuilder_921a6d905eef99631c9c73c317799e62;Recommended level: Errors. Set to Everything to monitor incoming webhook requests. [1]View logs.[/1];Aanbevolen niveau: Fouten. Stel in op Alles om inkomende webhook-verzoeken te controleren. [1]Logboeken bekijken.[/1];Empfohlene Ebene: Fehler. Auf Alles setzen, um eingehende Webhook-Anfragen zu überwachen. [1]Protokolle anzeigen.[/1];Niveau recommandé : Erreurs. Régler sur Tout pour surveiller les demandes de webhook entrantes. [1]Voir les logs.[/1]
<{mollie}prestashop>formbuilder_f80a4ad87fee7c9fdc19b7769495fdb5;Nothing;Geen;Nichts;Rien
<{mollie}prestashop>formbuilder_5ef0c737746fae2ca90e66c39333f8f6;Errors;Fouten;Fehler;Erreurs
<{mollie}prestashop>formbuilder_709468af25e91284821d1bdbfdded24c;Everything;Alles;Alles;Tout
<{mollie}prestashop>formbuilder_de62775a71fc2bf7a13d7530ae24a7ed;General settings;Standaardinstellingen;Allgemeine Einstellungen;Paramètres généraux
<{mollie}prestashop>formbuilder_fe4c6a5e7bd6793b37370e4e46daf998;Advanced settings;Geavanceerde instellingen;Erweiterte Einstellungen;Paramètres avancés
<{mollie}prestashop>orderlistactionbuilder_5678cf484b844064515349752b1ccb18;You will resend email with payment link to the customer;Je stuurt de e-mail met de betaallink opnieuw naar de klant;Sie senden dem Kunden erneut eine E-Mail mit Zahlungslink;Vous allez renvoyer au client un e-mail avec lien de paiement
<{mollie}prestashop>invoice_fee_386dcc0479b05fd2b1d40dbb8f649287;Payment Fee;Commissie;Zahlungsgebühr;Frais de paiement
<{mollie}prestashop>create_new_account_link_936ccdb97115e9f35a11d35e3d5b5cad;Click here;Klik hier;Hier klicken;Cliquez ici
<{mollie}prestashop>create_new_account_link_1946a645ad247c90c404e8341ca15497;to create a new account;om een nieuw account aan te maken;um ein neues Benutzerkonto zu erstellen;pour créer un nouveau compte
<{mollie}prestashop>api_test_results_5c64aa487c62db1d94d6929cacbb010b;Test API-key: Success!;Test API-key: Succesvol;Test-API-Schlüssel: Erfolgreich!;Test clé API : Succès !
<{mollie}prestashop>api_test_results_0c5221f34749dad4117651537a7b2ca7;Enabled Methods: ;Ingeschakelde methodes:;Aktivierte Methoden:;Méthodes activées :
<{mollie}prestashop>api_test_results_760428cb999591cb2d8976a5c51ec971;Test API-key: Failed!;Test API-key: Mislukt;Test-API-Schlüssel: Fehlgeschlagen!;Test clé API : Échec !
<{mollie}prestashop>api_test_results_1dd9589842aeb1f47bf2de96ff35ea76;Live API-key: Success!;Live API-key: Succesvol;Live-API-Schlüssel: Erfolgreich!;Live clé API : Succès !
<{mollie}prestashop>api_test_results_8202e639fa89542d7e8b568ce3f09383;Live API-key: Failed!;Live API-key: Mislukt;Live-API-Schlüssel: Fehlgeschlagen!;Live clé API : Échec !
<{mollie}prestashop>form_26ce015f99bef6d5de2142b2b774525f;Developed by Invertus;Ontwikkeld door Invertus;Entwickelt von Invertus;Développé par Invertus
<{mollie}prestashop>form_1c04b154909c88cfc62b3362c88445af; - the most technically advanced agency in the PrestaShop ecosystem.;– het technisch meest geavanceerde bureau in het PrestaShop-ecosysteem.;– die technisch fortschrittlichste Agentur im PrestaShop-System.; - l'agence la plus avancée techniquement de l'écosystème PrestaShop.
<{mollie}prestashop>form_2184beb14eaa0bca77ea5d1b3197813a;More info on Mollie;Meer info over Mollie;Mehr Informationen zu Mollie;Plus d'informations sur Mollie
<{mollie}prestashop>form_1c2e79c1715dbe3f3208a7991abc50f0;Contact Mollie;Contact opnemen met Mollie;Kontakt Mollie;Contacter Mollie
<{mollie}prestashop>form_2d059d2c499450d4e083d28f5f47f63d;Contact Invertus;Contact opnemen met Invertus;Kontakt Invertus;Contacter Invertus
<{mollie}prestashop>form_00d23a76e43b46dae9ec7aa9dcbebb32;Enabled;Ingeschakeld;Aktiviert;Activé
<{mollie}prestashop>form_bafd7322c6e97d25b6299b5d6fe8920b;No;Nee;Nein;Non
<{mollie}prestashop>form_93cba07454f06a4a960172bbd6e2a435;Yes;Ja;Ja;Oui
<{mollie}prestashop>form_b78a3223503896721cca1303f776159b;Title;Titel;Titel;Titre
<{mollie}prestashop>form_4c3880bb027f159e801041b1021e88e8;Method;Methode;Methode;Méthode
<{mollie}prestashop>form_8c2b4949d892b39b236545951f10bbd4;Payments API;Payments API;Zahlungs-API;API de paiement
<{mollie}prestashop>form_a8b0255f70ecc140a1b5134ae5217e51;Orders API;Orders API;Auftrags-API;API de commande
<{mollie}prestashop>form_b5a7adde1af5c87d7fd797b6245c2a39;Description;Beschrijving;Beschreibung;Description
<{mollie}prestashop>form_68211d97d23f8ac632ab8473d2faba2d;The description to be used for this transaction. These variables are available:;De beschrijving die voor deze transactie moet worden gebruikt. Deze variabelen zijn beschikbaar:;Die Beschreibung, die für diese Transaktion zu verwenden ist. Folgende Variablen sind verfügbar:;La description à utiliser pour cette transaction. Les variables suivantes sont disponibles :
<{mollie}prestashop>form_5e0c1de38ae2b71a822cea48cadb93d3;{orderNumber};{orderNumber};{orderNumber};{numérodeCommande}
<{mollie}prestashop>form_4be0c1d09fd863380314973c8601cf0f;{storeName};{storeName};{storeName};{nomduMagasin}
<{mollie}prestashop>form_fd7fd8309d25160a730df8e2206ccf3e;{cart.id};{cart.id};{cart.id};{identifiant.panier}
<{mollie}prestashop>form_096c87dcbc42c70cdc3ce6452ffab5db;{order.reference};{order.reference};{order.reference};{référence.commande}
<{mollie}prestashop>form_aca138791636b733b033d96fc7b94871;{customer.firstname};{customer.firstname};{customer.firstname};{client.prénom}
<{mollie}prestashop>form_946bd08f85512f25c3b26b7f28cf49b2;{customer.lastname};{customer.lastname};{customer.lastname};{client.nom}
<{mollie}prestashop>form_2020eba7346c35961c61f23a48b7f41a;{customer.company};{customer.company};{customer.company};{client.entreprise}
<{mollie}prestashop>form_d15cb3af8fe8d66e1367a073d6918f5c;{storename};{storeName};{storename};{nomdumagasin}
<{mollie}prestashop>form_2bd5aa24aa803875936746fb4cb66b8d;(Note: This only works when the method is set to Payments API);(Opmerking: dit werkt alleen als de methode is ingesteld op Payments API);(Hinweis: Funktioniert nur, wenn die Methode auf Zahlungs-API eingestellt ist);(Remarque : cela ne fonctionne que lorsque la méthode est définie sur l'API de paiement)
<{mollie}prestashop>form_022cfe398e6db73d001de30cb0586ff6;Payment allowed from:;Betaling toegestaan vanuit:;Zahlung erlaubt aus:;Paiement autorisé depuis :
<{mollie}prestashop>form_c3987e4cac14a8456515f0d200da04ee;All countries;Alle landen;Allen Ländern;Tous les pays
<{mollie}prestashop>form_d90f958acb700bba09555b7f2352fdfe;Selected Countries;Geselecteerde landen;Ausgewählten Ländern;Les pays sélectionnés
<{mollie}prestashop>form_a7dc902f10467920a36faaff7c0c9a8a;Allow payment from specific countries:;Sta betaling toe vanuit specifieke landen:;Zahlungen aus ausgewählten Ländern erlauben:;Autoriser les paiements depuis certains pays :
<{mollie}prestashop>form_13c941379ed1daa4361b2640772bcd61;Exclude payment from specific countries:;Betalingen uit specifieke landen uitsluiten:;Zahlungen aus ausgewählten Ländern ausschließen:;Refuser les paiements depuis certains pays :
<{mollie}prestashop>form_a6b5c2e75adde6fab4cd2d3f9e9c30c9;Payment Surcharge;Betalingstoeslag;Zahlungsaufschlag;Supplément de paiement
<{mollie}prestashop>form_87ab78d85f4f0f5143ed2e549719bc45;No fee;Geen toeslag;Keine Gebühr;Pas de frais
<{mollie}prestashop>form_aba97718996c769b2195d309accd2858;Fixed Fee;Vaste toeslag;Feste Gebühr;Frais fixes
<{mollie}prestashop>form_37be07209f53a5d636d5c904ca9ae64c;Percentage;Percentage;Prozentsatz;Pourcentage
<{mollie}prestashop>form_8916e275e04bad3ea9484fb989c4faba;Fixed Fee and Percentage;Vaste toeslag en Percentage;Feste Gebühr und Prozentsatz;Frais fixes et pourcentage
<{mollie}prestashop>form_9e4390866e20a833f66bac2ea91a0fe0;You can display payment fee in your email template by adding \{payment_fee}\" in email translations. For more information visit: ";Je kunt toeslagen weergeven in je e-mail template door \{payment_fee}\" toe te voegen aan e-mail vertalingen. Voor meer informatie: ";Sie können die Zahlungsgebühr in der E-Mail-Vorlage anzeigen lassen, indem Sie in E-Mail-Übersetzungen \{payment_fee}\" hinzufügen. Nähere Informationen finden Sie unter: ";Vous pouvez afficher les frais de paiement dans votre modèle d'e-mail en ajoutant \{payment_fee}\" dans les traductions e-mail. Pour plus d'informations, consultez : "
<{mollie}prestashop>form_0b8d92bc19b720bb1065649535463409;Translations;Vertalingen;Übersetzungen;Traductions
<{mollie}prestashop>form_98a1cc9ce3f06b71278950211c9666fe;Payment Surcharge fixed amount;Betalingstoeslag vast bedrag;Zahlungsaufschlag fester Betrag;Supplément de paiement montant fixe
<{mollie}prestashop>form_84421aef0b051dfe53b5830869185c41;Payment Surcharge percentage;Betalingstoeslag percentage;Zahlungsaufschlag Prozentsatz;Supplément de paiement pourcentage
<{mollie}prestashop>form_c2485580ab5397cef48c8ec5e5c1eeac;Payment Surcharge limit;Betalingstoeslag limiet;Zahlungsaufschlag Grenze;Limite du supplément de paiement
<{mollie}prestashop>form_f421a366f70bd2aa1193eeb5a2990546;Here you can configure what information about the shipment is sent to Mollie;Hier kun je instellen welke informatie over de zending naar Mollie wordt gestuurd;Konfigurieren Sie hier, welche Informationen bzgl. des Versands an Mollie übermittelt werden;Configurez ici les informations relatives à l'envoi envoyées à Mollie
<{mollie}prestashop>form_53b2566e3519ea98db40ae9e716883a5;You can use the following variables for the Carrier URLs;Je kunt de volgende variabelen gebruiken voor de URL's van de bezorgdiensten;Für URLs der Logistikdienstleister sind die folgenden Variablen verfügbar;Vous pouvez utiliser les variables suivantes pour les URL des transporteurs
<{mollie}prestashop>form_910d956cb2615e5739ac06c7f08fba26;Shipping number;Verzendnummer;Versandnummer;Numéro d'expédition
<{mollie}prestashop>form_e7e862a02819a1610f271ffea15ed47d;Billing country code;Landcode voor facturering;Ländercode für Rechnungsstellung;Code du pays de facturation
<{mollie}prestashop>form_5723a18d8a8a6052a57489df5be59a8f;Billing postcode;Postcode voor facturering;Postleitzahl für Rechnungsstellung;Code postal de facturation
<{mollie}prestashop>form_0d12e3c554976ad1f76c5db2b6c127ad;Shipping country code;Landcode verzending;Ländercode Versand;Code du pays d'expédition
<{mollie}prestashop>form_c824a8b18f09dc7e58bacf446be6735c;Shipping postcode;Postcode verzending;Postleitzahl Versand;Code postal d'expédition
<{mollie}prestashop>form_0a867177f4a701a9f33de5ab21c42593;2-letter language code;Taalcode 2 letters;Sprachcode (2 Buchstaben);Code langue à 2 lettres
<{mollie}prestashop>form_49ee3087348e8d44e1feda1917443987;Name;Naam;Name;Nom
<{mollie}prestashop>form_b33f1d112cd9d2d32d37cb4cc9a340c8;URL Source;URL Bron;URL-Quelle;URL Source
<{mollie}prestashop>form_812a48ba719daeda82e4da8e812d426c;Custom URL;Aangepaste URL;Individuelle URL;URL personnalisée
<{mollie}prestashop>form_962b59a5f12eabd9c05f11b5f0aada85;Do not automatically ship;Niet automatisch verzenden;Nicht automatisch versenden;Ne pas envoyer automatiquement
<{mollie}prestashop>form_703490ffd308d337cd5aac50567e9670;No tracking information;Geen trackinginformatie;Keine Sendungsinformationen;Pas d'information de suivi
<{mollie}prestashop>form_de28ef21a06f3978c05f3d808b15eaab;Carrier URL;URL van bezorgdienst;URL Logistikdienstleister;URL du transporteur
<{mollie}prestashop>form_e55f75a29310d7b60f7ac1d390c8ae42;Module;Module;Modul;Module
<{mollie}prestashop>form_da93de158db2fbe49f35f6038711584a;This option is not required for the currently selected API;Deze optie is niet vereist voor de geselecteerde API;Diese Option ist für die gewählte API nicht erforderlich;Cette option n'est pas requise pour l'API actuellement sélectionnée
<{mollie}prestashop>form_498f79c4c5bbde77f1bceb6c86fd0f6d;Show;Tonen;Anzeigen;Montrer
<{mollie}prestashop>form_62a5e490880a92eef74f167d9dc6dca0;Hide;Verbergen;Verbergen;Cacher
<{mollie}prestashop>mollie_wait_bc0dd919f9a70dbb62f3f7afd68d6d68;Awaiting payment status;In afwachting van betaalstatus;Warten auf Zahlungsstatus;En attente de l'état du paiement
<{mollie}prestashop>qr_done_92816c7248d010591f699db3aaf6287b;Mollie iDEAL QR;Mollie iDEAL QR;Mollie iDEAL QR;Mollie iDEAL QR
<{mollie}prestashop>qr_done_ebdf0f490b617d7efa3025d3625cec85;Welcome back;Welkom terug;Willkommen zurück;Bon retour parmi nous
<{mollie}prestashop>qr_done_4bf3a07ce980c9b007f9e2eed42d7fa2;The payment has been canceled.;De betaling is geannuleerd;Der Zahlungsvorgang wurde abgebrochen.;Le paiement a été annulé.
<{mollie}prestashop>qr_done_6933c118341d8c06f888c392aa1ceaf5;The payment has been completed. Thank you for your order!;De betaling is voltooid. Bedankt voor je bestelling!;Der Zahlungsvorgang ist abgeschlossen. Vielen Dank für Ihre Bestellung!;Le paiement a été effectué. Merci pour votre commande !
<{mollie}prestashop>order-confirmation-table_386dcc0479b05fd2b1d40dbb8f649287;Payment Fee;Kosten betaalmethode;Zahlungsgebühr;Frais de paiement
<{mollie}prestashop>mollie_return_ebdf0f490b617d7efa3025d3625cec85;Welcome back;Welkom terug;Willkommen zurück;Bon retour parmi nous
<{mollie}prestashop>mollie_return_300225ee958b6350abc51805dab83c24;Continue shopping;Verder winkelen;Einkauf fortsetzen;Continuer les achats
<{mollie}prestashop>error_c453a4b8e8d98e82f35b67f433e3b4da;Payment;Betaling;Zahlung;Paiement
<{mollie}prestashop>error_1e97d97a923eaddd810e056c828e99ea;Payment error;Fout bij betaling;Zahlungsfehler;Erreur de paiement
<{mollie}prestashop>error_a25c753ee3e4be15ec0daa5a40deb7b8;An error occurred;Er is een fout opgetreden;Ein Fehler ist aufgetreten;Un problème est survenu
<{mollie}prestashop>error_47e1924c444fafe9fdfce444790f0ba9;Back to your shopping cart;Terug naar winkelmandje;Zurück zum Warenkorb;Revenir à votre panier
<{mollie}prestashop>order_fail_28726b6ad52c9eae94be432666f93449;Your order is canceled;Je bestelling is geannuleerd;Ihre Bestellung wurde storniert;Votre commande est annulée
<{mollie}prestashop>17_error_47e1924c444fafe9fdfce444790f0ba9;Back to your shopping cart;Terug naar winkelmandje;Zurück zum Warenkorb;Revenir à votre panier
<{mollie}prestashop>smarty_error_9d1fbbe0d150b89f068ba72a20366659;The configuration option \%s\" has been set to \"%s\"";De configuratie-optie \%s\" is ingesteld op \"%s\"";Die Konfigurationsoption \%s\" wurde in \"%s\"" geändert;L'option de configuration \%s\" a été réglée sur \"%s\""
<{mollie}prestashop>smarty_error_27dd3bb10855eb84f48efedf6924c4c1;This makes it impossible to list payment methods on the checkout;Dit maakt het onmogelijk om betaalmethodes te tonen bij het afrekenen;Hierdurch ist das Anzeigen von Zahlungsmethoden beim Checkout nicht möglich;Cela empêche de lister les moyens de paiement au checkout
<{mollie}prestashop>smarty_error_4ec23c59d832a2934277a2a040918789;Please navigate to the page \%s\" and choose the other option";Navigeer naar de pagina \%s\"en kies de andere optie";Gehen Sie auf Seite \%s\" und wählen Sie die andere Option";Veuillez accéder à la page \%s\" et choisir l'autre option"
<{mollie}prestashop>smarty_error_92b67311c1a5d6cfc28ba08a1066c901;Afterwards, clear the cache one more time, so the payment method list can be refreshed;Wis de cache daarna nog een keer, zodat de lijst met betaalmethodes kan worden vernieuwd;Löschen Sie anschließend nochmals den Cache, um die Liste der Zahlungmethoden zu aktualisieren;Ensuite, effacez de nouveau le cache, afin que la liste des moyens de paiement puisse être actualisée
<{mollie}prestashop>order_info_729a51874fe901b092899e9e8b31c97a;Are you sure?;Weet je het zeker?;Sind Sie sicher?;Êtes-vous sûr ?
<{mollie}prestashop>order_info_ccaf4ee393d094ecde7f21b15fdf8f1f;Are you sure you want to refund this order?;Weet je zeker dat je deze bestelling wilt terugbetalen?;Sind Sie sicher, dass Sie diese Bestellung erstatten möchten?;Êtes-vous sûr de vouloir rembourser cette commande ?
<{mollie}prestashop>order_info_76f0ed934de85cc7131910b32ede7714;Refund;Terugbetalen;Erstatten;Rembourser
<{mollie}prestashop>order_info_ea4788705e6873b424c65e91c2846b19;Cancel;Annuleren;Abbrechen;Annuler
<{mollie}prestashop>order_info_88ba0dcbc82905637e98317e0302cfd8;Refund order;Bestelling terugbetalen;Bestellung erstatten;Rembourser la commande
<{mollie}prestashop>order_info_5a1119ecb764165f27cb37b6f50134f2;Remaining;Resterend;Verbleibend;Restant
<{mollie}prestashop>order_info_77fd2b4393b379bedd30efcd5df02090;Partial refund;Gedeeltelijke terugbetaling;Teilweise Erstattung;Remboursement partielle
<{mollie}prestashop>order_info_a9ced76f2dd6907220fa95b3a136b04a;Invalid amount;Ongeldig bedrag;Ungültiger Betrag;Montant non valide
<{mollie}prestashop>order_info_3a2c3e97fed586776c2800fb7a0faf4e;You have entered an invalid amount;Je hebt een ongeldig bedrag ingevoerd;Der angegebene Betrag ist ungültig;Vous avez saisi un montant non valide
<{mollie}prestashop>order_info_3cc4859e502556d0d848c3bc38618782;Refund failed;Terugbetaling mislukt;Erstattung fehlgeschlagen;Échec du remboursement
<{mollie}prestashop>order_info_d5cfd0f69cd548e5d3b9edde5ff1b48f;Payment info;Betaalinformatie;Zahlungsinformation;Informations de paiement
<{mollie}prestashop>order_info_88427ec035734b45aae9f7d8859a5008;Transaction ID;Transactie-ID;Transaktions-ID;Numéro de transaction
<{mollie}prestashop>order_info_782678f4ba02feb3e9ecd51e902cd16b;Refund history;Terugbetalingsgeschiedenis;Rückzahlungshistorie;Historique des remboursements
<{mollie}prestashop>order_info_c5b41ae59bd6585750f536615a6bc20b;There are no refunds;Er zijn geen terugbetalingen;Keine Rückzahlungen vorhanden;Il n'y a aucun remboursement
<{mollie}prestashop>order_info_b718adec73e04ce3ec720dd11a06a308;ID;ID;ID;Identifiant
<{mollie}prestashop>order_info_44749712dbec183e983dcd78a7736c41;Date;Datum;Datum;Date
<{mollie}prestashop>order_info_b2f40690858b404ed10e62bdf422c704;Amount;Bedrag;Betrag;Montant
<{mollie}prestashop>order_info_53beb26d8bca00f56fbd295fdee83459;Refunds;Terugbetalingen;Rückzahlungen;Remboursements
<{mollie}prestashop>order_info_daef64964ee3b9b904f5d467586e217f;Payments;Betalingen;Zahlungen;Paiements
<{mollie}prestashop>order_info_e25be354288565757726f3295e4f3ef9;Current amount;Huidig bedrag;Aktueller Betrag;Montant actuel
<{mollie}prestashop>order_info_068f80c7519d0528fb08e82137a72131;Products;Producten;Produkte;Produits
<{mollie}prestashop>order_info_ec53a8c4f07baed5d8825072c89799be;Status;Status;Status;Statuts
<{mollie}prestashop>order_info_747cf5c8587184b9e489ff897d97c20d;Shipped;Verzonden;Versandt;Expédié
